County_FIPS,D,I,R
30033.0,4.74,1.34333333333,91.2
30035.0,61.63,2.11333333333,32.01
30037.0,15.07,2.47,77.49
30039.0,26.57,2.09,67.13
30041.0,36.9,2.98666666667,54.11
30043.0,30.11,2.46,62.49
30045.0,19.46,2.59666666667,72.73
30047.0,36.34,2.01,57.6
30049.0,42.39,2.76,49.3
30051.0,21.53,1.81666666667,73.0
30053.0,22.0,1.83666666667,72.47
30055.0,14.58,1.38666666667,81.25
30057.0,24.89,1.86666666667,69.49
30059.0,19.65,1.81,74.89
30061.0,25.94,2.48,66.59
30063.0,53.52,2.89333333333,37.78
30065.0,13.74,1.61333333333,81.4
30067.0,38.75,2.53666666667,53.62
30069.0,9.37,1.45666666667,86.25
30071.0,14.65,1.84333333333,79.8
30073.0,27.27,2.20333333333,66.09
30075.0,12.12,1.27,84.04
30077.0,19.76,2.53666666667,72.6
30079.0,14.53,1.59666666667,80.66
30081.0,27.87,1.93,66.32
30083.0,13.88,1.82,80.63
30085.0,42.94,2.62,49.17
30087.0,28.73,1.89,65.56
30089.0,20.58,2.29,72.53
30091.0,26.05,2.07333333333,67.7
30093.0,52.7,2.90666666667,38.55
30095.0,18.72,2.01666666667,75.2
30097.0,19.13,1.63,75.96
30099.0,25.45,2.11,68.2
30101.0,19.71,2.13666666667,73.86
30103.0,13.34,2.48333333333,79.18
30105.0,22.87,2.5,69.61
30107.0,19.08,2.16333333333,74.41
30109.0,10.29,1.18333333333,86.14
30111.0,32.53,2.62,59.58
31001.0,24.84,2.635,69.88
31003.0,11.83,1.89,84.37
31005.0,6.08,1.9,90.11
31007.0,4.61,2.17,91.02
31009.0,9.58,1.595,87.22
31011.0,14.44,2.68,80.18
31013.0,20.01,2.705,74.56
31015.0,11.2,1.57,85.63
31017.0,9.68,1.45,87.39
31019.0,22.9,3.32,70.44
31021.0,26.34,3.33,66.98
31023.0,17.62,1.985,78.38
31025.0,27.44,3.005,66.52
31027.0,13.11,2.92,81.03
31029.0,9.23,1.59,87.57
31031.0,10.28,2.3,85.1
31033.0,15.36,2.805,79.01
31035.0,15.8,2.18,79.81
31037.0,27.01,2.265,68.44
31039.0,17.85,2.265,77.6
31041.0,11.56,2.165,84.09
31043.0,40.0,2.25,55.48
31045.0,21.93,3.265,71.52
31047.0,24.93,2.56,69.93
31049.0,12.28,2.455,82.8
31051.0,20.26,2.67,74.38
31053.0,29.75,2.575,65.08
31055.0,47.92,2.77,46.53
